,doc_id,language,events
8073,8614,sr,"[{'event_type': 'clash_police_action', 'trigger': 'Razbijene', 'locations': ['Alibunar'], 'actors': ['SSP'], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Related to allegations of corruption.'}]"
8074,8615,sr,[]
8075,8616,sr,"[{'event_type': 'protest', 'trigger': 'Skupovi podrške', 'locations': [], 'actors': ['studentu Bogdanu Jovičiću'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Support gatherings in multiple cities.'}]"
8076,8617,sr,[]
8077,8618,sr,[]
8078,8619,sr,"[{'event_type': 'strike_boycott', 'trigger': 'Štrajk', 'locations': ['Vlasotince'], 'actors': ['radnici'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Strike due to work norms and dismissals.'}]"
8079,8620,sr,"[{'event_type': 'strike_boycott', 'trigger': 'štrajka', 'locations': [], 'actors': ['zaposlenih u Biosensu'], 'time_mentions': ['Peti dan'], 'confidence': 0.9, 'notes': 'Warning strike regarding illegal decisions.'}]"
8080,8621,sr,[]
8081,8622,sr,[]
8082,8623,sr,[]
8083,8624,sr,[]
8084,8625,sr,[]
8085,8626,sr,"[{'event_type': 'injury_death', 'trigger': 'povredila', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Gate injury to a student.'}]"
8086,8627,sr,"[{'event_type': 'strike_boycott', 'trigger': 'štrajkuje glađu', 'locations': [], 'actors': ['Student Bogdan'], 'time_mentions': ['pet dana'], 'confidence': 0.8, 'notes': 'Hunger strike.'}]"
8087,8628,sr,"[{'event_type': 'protest', 'trigger': 'protestima', 'locations': ['Srbija'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Related to attacks on N1 media.'}]"
8088,8629,sr,[]
8089,8630,sr,[]
8090,8631,sr,[]
8091,8632,sr,"[{'event_type': 'protest', 'trigger': 'skupu', 'locations': ['ispred CZ'], 'actors': ['Tihomir Stanić'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Personal conscience mentioned as motivation.'}]"
8092,8633,sr,[]
8093,8634,sr,[]
8094,8635,sr,[]
8095,8636,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'pričviori', 'locations': ['Obrenovac'], 'actors': ['osumnjičnog'], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Related to a murder investigation.'}]"
8096,8637,sr,[]
8097,8638,sr,"[{'event_type': 'protest', 'trigger': 'Skup', 'locations': ['ispred Zatvorske bolnice u Beogradu'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Regarding student on hunger strike.'}]"
8098,8639,sr,[]
8099,8640,sr,[]
8100,8641,sr,[]
8101,8642,sr,"[{'event_type': 'injury_death', 'trigger': 'ubio', 'locations': ['Beč'], 'actors': ['Muškarac iz Srbije'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Murder and serious injuries.'}]"
8102,8643,sr,[]
8103,8644,sr,"[{'event_type': 'arrest', 'trigger': 'uhapsila', 'locations': ['Beograd'], 'actors': ['Policija'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Arrests related to theft.'}]"
8104,8645,sr,[]
8105,8646,sr,"[{'event_type': 'injury_death', 'trigger': 'poginula', 'locations': ['kod Lazarevca'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Traffic accident.'}]"
8106,8647,sr,[]
8107,8648,sr,"[{'event_type': 'protest', 'trigger': 'okupljaju', 'locations': ['ispred Okružnog zatvora u Beogradu'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Support gathering for Bogdan.'}]"
8108,8649,sr,"[{'event_type': 'protest', 'trigger': 'protest', 'locations': [], 'actors': ['Zaposleni na FTN'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Demand to release student Bogdan Jovičić.'}]"
8109,8650,sr,[]
8110,8651,sr,[]
8111,8652,sr,[]
8112,8653,sr,[]
8113,8654,sr,"[{'event_type': 'strike_boycott', 'trigger': 'obustava rada', 'locations': [], 'actors': ['sudska vlast'], 'time_mentions': ['30. septembra'], 'confidence': 0.9, 'notes': 'Potential complete work stoppage.'}]"
8114,8655,sr,[]
8115,8656,sr,"[{'event_type': 'arrest', 'trigger': 'Pritvor', 'locations': [], 'actors': ['Srbinu iz Gnjilana'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Related to war crime charges.'}]"
8116,8657,sr,[]
8117,8658,sr,"[{'event_type': 'arrest', 'trigger': 'Uhapšena', 'locations': [], 'actors': ['osoba'], 'time_mentions': ['5. septembra'], 'confidence': 0.8, 'notes': 'Related to aggression at protest.'}]"
8118,8659,sr,[]
8119,8660,sr,"[{'event_type': 'protest', 'trigger': 'protest', 'locations': [], 'actors': ['Akademski plenum'], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Protest against treatment of students and Vesić.'}]"
8120,8661,sr,"[{'event_type': 'protest', 'trigger': 'Protest', 'locations': ['Novi Sad'], 'actors': ['poljoprivrednicima'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Supportive protest for arrested farmers.'}]"
8121,8662,sr,[]
8122,8663,sr,[]
8123,8664,sr,[]
8124,8665,sr,[]
8125,8666,sr,[]
8126,8667,sr,"[{'event_type': 'traffic_blockade', 'trigger': 'saobraćaj bio obustavljen', 'locations': ['Golubinci'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Train traffic halted due to vehicle on track.'}]"
8127,8668,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'pritvoren', 'locations': [], 'actors': ['student Bogdan'], 'time_mentions': ['sedmi dan'], 'confidence': 0.8, 'notes': 'Student transferred to hospital during hunger strike.'}]"
8128,8669,sr,[]
8129,8670,sr,[]
8130,8671,sr,[]
8131,8672,sr,[]
8132,8673,sr,[]
8133,8674,sr,[]
8134,8675,sr,[]
8135,8676,sr,[]
8136,8677,sr,[]
8137,8678,sr,[]
8138,8679,sr,[]
8139,8680,sr,[]
8140,8681,sr,[]
8141,8682,sr,[]
8142,8683,sr,[]
8143,8684,sr,[]
8144,8685,sr,[]
8145,8686,sr,[]
8146,8687,sr,[]
8147,8688,sr,[]
8148,8689,sr,[]
8149,8690,sr,"[{'event_type': 'arrest', 'trigger': 'Uhapšene', 'locations': [], 'actors': ['dve osobe'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Due to tax evasion and forgery of documents.'}]"
8150,8691,sr,[]
8151,8692,sr,[]
8152,8693,sr,[]
8153,8694,sr,[]
8154,8695,sr,[]
8155,8696,sr,[]
8156,8697,sr,[]
8157,8698,sr,[]
8158,8699,sr,[]
8159,8158,sr,[]
8160,8159,sr,[]
8161,8160,sr,"[{'event_type': 'international_reaction', 'trigger': 'pozvao', 'locations': ['Srbija'], 'actors': ['Vučić', 'Tramp'], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
8162,8161,sr,"[{'event_type': 'institutional_blockade', 'trigger': 'suspendovana', 'locations': ['Zaječar'], 'actors': ['Država', 'Aleksić'], 'time_mentions': [], 'confidence': 0.8, 'notes': None}]"
8163,8162,sr,"[{'event_type': 'protest', 'trigger': 'Skup podrške', 'locations': ['Kragujevac'], 'actors': ['Studenti'], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
8164,8163,sr,[]
8165,8164,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'saslušanje', 'locations': [], 'actors': ['Bogdan', 'Advokatica'], 'time_mentions': [], 'confidence': 0.8, 'notes': None}]"
8166,8165,sr,[]
8167,8166,sr,[]
8168,8167,sr,"[{'event_type': 'international_reaction', 'trigger': 'nudio', 'locations': ['Beograd'], 'actors': ['Vučić'], 'time_mentions': [], 'confidence': 0.8, 'notes': None}]"
8169,8168,sr,"[{'event_type': 'international_reaction', 'trigger': 'uložila zvaničnu notu', 'locations': ['UN'], 'actors': ['Delegacija Srbije'], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
8170,8169,sr,[]
8171,8170,sr,[]
8172,8171,sr,[]
8173,8172,sr,[]
8174,8173,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'pritvor', 'locations': [], 'actors': ['Osumnjičeni', 'Bogdan', 'Advokatica'], 'time_mentions': [], 'confidence': 0.8, 'notes': None}]"
8175,8174,sr,[]
8176,8175,sr,[]
8177,8176,sr,[]
8178,8177,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'pritvor', 'locations': [], 'actors': ['Majka', 'Tužilaštvo'], 'time_mentions': [], 'confidence': 0.8, 'notes': None}]"
8179,8178,sr,[]
8180,8179,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'suđenje', 'locations': [], 'actors': ['Belivukov klan'], 'time_mentions': [], 'confidence': 0.8, 'notes': None}]"
8181,8180,sr,[]
8182,8181,sr,[]
8183,8182,sr,"[{'event_type': 'arrest', 'trigger': 'uhapšen', 'locations': ['Banovina'], 'actors': ['Poljoprivrednici'], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
8184,8183,sr,"[{'event_type': 'election', 'trigger': 'izbori', 'locations': ['Zaječar'], 'actors': [], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Allegation of electoral fraud.'}]"
8185,8184,sr,[]
8186,8185,sr,[]
8187,8186,sr,"[{'event_type': 'clash_police_action', 'trigger': 'napali', 'locations': ['Novi Sad'], 'actors': ['Ljudi Milana Radoičića', 'Policija'], 'time_mentions': [], 'confidence': 0.8, 'notes': None}]"
8188,8187,sr,[]
8189,8188,sr,[]
8190,8189,sr,[]
8191,8190,sr,"[{'event_type': 'clash_police_action', 'trigger': 'tuča', 'locations': [], 'actors': ['Opozicija', 'Obezbeđenje'], 'time_mentions': [], 'confidence': 0.8, 'notes': None}]"
8192,8191,sr,"[{'event_type': 'international_reaction', 'trigger': 'zabrinuti', 'locations': ['Banjska'], 'actors': ['EU'], 'time_mentions': [], 'confidence': 0.8, 'notes': None}]"
8193,8192,sr,"[{'event_type': 'school_closure', 'trigger': 'zatvoren', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Lack of classes mentioned.'}]"
8194,8193,sr,"[{'event_type': 'injury_death', 'trigger': 'preminula', 'locations': ['Niš'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
8195,8194,sr,[]
8196,8195,sr,"[{'event_type': 'traffic_blockade', 'trigger': 'obustava saobraćaja', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': None}]"
8197,8196,sr,"[{'event_type': 'clash_police_action', 'trigger': 'bilo na protestu', 'locations': ['Novi Sad'], 'actors': ['Kričkova jedinica'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Mention of tear gas ejection.'}]"
8198,8197,sr,"[{'event_type': 'institutional_blockade', 'trigger': 'blokadu', 'locations': ['Kragujevac'], 'actors': ['Kragujevački studenti'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Students continuing blockade.'}]"
8199,8198,sr,[]
8200,8199,sr,[]
8201,8200,sr,[]
8202,8201,sr,[]
8203,8202,sr,[]
8204,8203,sr,[]
8205,8204,sr,"[{'event_type': 'injury_death', 'trigger': 'povređeno', 'locations': ['kod Valjeva'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Accident involving emergency vehicle.'}]"
8206,8205,sr,[]
8207,8206,sr,[]
8208,8207,sr,[]
8209,8208,sr,"[{'event_type': 'protest', 'trigger': 'Skupština je na ulici', 'locations': [], 'actors': ['Nestorović'], 'time_mentions': [], 'confidence': 0.8, 'notes': None}]"
8210,8209,sr,[]
8211,8210,sr,[]
8212,8211,sr,[]
8213,8212,sr,[]
8214,8213,sr,"[{'event_type': 'clash_police_action', 'trigger': 'pojačano prisustvo policije', 'locations': ['Banjska'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
8215,8214,sr,[]
8216,8215,sr,"[{'event_type': 'arrest', 'trigger': 'pritvor', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Involves vehicular manslaughter.'}]"
8217,8216,sr,[]
8218,8217,sr,"[{'event_type': 'arrest', 'trigger': 'uhapšen', 'locations': ['Novi Sad'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Embezzlement case.'}]"
8219,8218,sr,[]
8220,8219,sr,"[{'event_type': 'government_response_policy', 'trigger': 'Vlast uklanja', 'locations': ['Beograd'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Targeting cafes supporting students.'}]"
8221,8220,sr,[]
8222,8221,sr,[]
8223,8222,sr,[]
8224,8223,sr,[]
8225,8224,sr,[]
8226,8225,sr,[]
8227,8226,sr,[]
8228,8227,sr,"[{'event_type': 'strike_boycott', 'trigger': 'štrajk glađu', 'locations': ['Ranilug'], 'actors': ['Kandidati za odbornike'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Strike due to political reasons.'}]"
8229,8228,sr,[]
8230,8229,sr,[]
8231,8230,sr,"[{'event_type': 'protest', 'trigger': 'narodni preokret', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Historical event reference.'}]"
8232,8231,sr,[]
8233,8232,sr,[]
8234,8233,sr,"[{'event_type': 'protest', 'trigger': 'protest', 'locations': ['Kraljevo'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Against tree cutting.'}]"
8235,8234,sr,[]
8236,8235,sr,[]
8237,8236,sr,[]
8238,8237,sr,[]
8239,8238,sr,[]
8240,8239,sr,"[{'event_type': 'injury_death', 'trigger': 'pretili', 'locations': ['Kosjerić'], 'actors': ['Milan Radoičić', 'Funkcioneri'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Intimidation resulting in fear.'}]"
8241,8240,sr,"[{'event_type': 'protest', 'trigger': 'protestnoj vožnji', 'locations': ['Novi Sad'], 'actors': ['Gradjani'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Protest involving vehicles.'}]"
8242,8241,sr,[]
8243,8242,sr,[]
8244,8243,sr,"[{'event_type': 'protest', 'trigger': 'Protest', 'locations': ['Sombor'], 'actors': ['Građani'], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
8245,8244,sr,[]
8246,8245,sr,[]
8247,8246,sr,[]
8248,8247,sr,"[{'event_type': 'protest', 'trigger': 'Performans građana', 'locations': ['Voždovac'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Symbolic protest actions.'}]"
8249,8248,sr,[]
8250,8249,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'uhapšeni', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Serious criminal charges.'}]"
8251,8250,sr,"[{'event_type': 'traffic_blockade', 'trigger': 'obustavljen saobraćaj', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Caused by fire.'}]"
8252,8251,sr,[]
8253,8252,sr,"[{'event_type': 'protest', 'trigger': 'protestnoj šetnji', 'locations': ['Voždovac'], 'actors': ['Građani'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Includes performances.'}]"
8254,8253,sr,[]
8255,8254,sr,"[{'event_type': 'clash_police_action', 'trigger': 'pretio', 'locations': ['Kosjerić'], 'actors': ['Radoičić'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Threats before an SNS event.'}]"
8256,8255,sr,[]
8257,8256,sr,[]
8258,8257,sr,"[{'event_type': 'injury_death', 'trigger': 'pretili', 'locations': ['Kosjerić'], 'actors': ['Milan Radoičić', 'Lokalni funkcioneri'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Intimidation event.'}]"
8259,8258,und,[]
8260,8259,und,[]
8261,8260,und,"[{'event_type': 'clash_police_action', 'trigger': 'udario', 'locations': [], 'actors': ['policajca', 'osumnjičeni'], 'time_mentions': [], 'confidence': 0.9, 'notes': None}, {'event_type': 'investigation_charges_trial', 'trigger': 'prijavu', 'locations': [], 'actors': ['tužilac'], 'time_mentions': [], 'confidence': 0.8, 'notes': None}]"
8262,8261,und,"[{'event_type': 'strike_boycott', 'trigger': 'štrajku glađu', 'locations': [], 'actors': ['Bogdan Jovičić'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Sanja Radivojević comments on the strike.'}]"
8263,8262,und,[]
8264,8263,und,[]
8265,8264,und,"[{'event_type': 'protest', 'trigger': 'poziva', 'locations': ['Zaječar'], 'actors': ['zaječarska opozicija', 'građani Srbije'], 'time_mentions': ['sutra'], 'confidence': 0.85, 'notes': None}]"
8266,8265,und,"[{'event_type': 'strike_boycott', 'trigger': 'jednočasovni štrajk upozorenja', 'locations': ['Jovina gimnazija'], 'actors': ['deo zaposlenih'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Held in front of three schools.'}]"
8267,8266,und,[]
8268,8267,und,"[{'event_type': 'government_response_policy', 'trigger': 'predložilo', 'locations': [], 'actors': ['ministarstvo'], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Director appointment.'}]"
8269,8268,und,[]
8270,8269,und,[]
8271,8270,und,[]
8272,8271,und,[]
8273,8272,und,[]
8274,8273,und,"[{'event_type': 'arrest', 'trigger': 'uhapšena', 'locations': ['kod Sremske Mitrovice'], 'actors': ['majka bebe'], 'time_mentions': [], 'confidence': 0.9, 'notes': ""Mother arrested after child's death.""}]"
8275,8274,und,"[{'event_type': 'investigation_charges_trial', 'trigger': 'saslušan', 'locations': ['Zemun'], 'actors': ['osumnjičeni'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Suspect questioned for murder.'}]"
8276,8275,und,[]
8277,8276,und,[]
8278,8277,und,[]
8279,8278,und,"[{'event_type': 'protest', 'trigger': 'pozvala', 'locations': [], 'actors': ['MASA', 'akademska zajednica'], 'time_mentions': [], 'confidence': 0.85, 'notes': ""Disagreement with Vučić's regime.""}]"
8280,8279,und,[]
8281,8280,und,[]
8282,8281,und,"[{'event_type': 'strike_boycott', 'trigger': 'prekinuo štrajk glađu', 'locations': [], 'actors': ['Bogdan Jovičić'], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
8283,8282,und,"[{'event_type': 'institutional_blockade', 'trigger': 'blokiraju', 'locations': ['Kosovo'], 'actors': ['Priština', 'Zagreb'], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Blocking the process of missing persons.'}]"
8284,8283,und,"[{'event_type': 'strike_boycott', 'trigger': 'štrajkuje glađu', 'locations': [], 'actors': ['Bogdan Jovičić'], 'time_mentions': [], 'confidence': 0.9, 'notes': '13-day hunger strike.'}]"
8285,8284,und,"[{'event_type': 'protest', 'trigger': 'vršimo pritisak', 'locations': ['Valjevo'], 'actors': ['Valjevski odbornik'], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Demanding accountability for violence.'}]"
8286,8285,und,[]
8287,8286,und,[]
8288,8287,und,[]
8289,8288,und,[]
8290,8289,und,[]
8291,8290,und,[]
8292,8291,und,"[{'event_type': 'investigation_charges_trial', 'trigger': 'izjasnio se da nije kriv', 'locations': [], 'actors': ['osumnjičeni'], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Accused of espionage.'}]"
8293,8292,und,[]
8294,8293,und,[]
8295,8294,und,[]
8296,8295,und,[]
8297,8296,und,[]
8298,8297,und,"[{'event_type': 'protest', 'trigger': 'protestuje', 'locations': ['Sombor'], 'actors': ['zbor medicinskih radnika'], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Protesting the dismissal of a chief.'}]"
8299,8298,und,[]
8300,8299,und,[]
8301,8300,und,[]
8302,8301,und,[]
8303,8302,und,[]
8304,8303,und,[]
8305,8304,und,"[{'event_type': 'government_response_policy', 'trigger': 'sanacija', 'locations': ['Novi Beograd'], 'actors': ['ministarstvo odbrane'], 'time_mentions': ['od sutra'], 'confidence': 0.85, 'notes': 'Repair of parade damage.'}]"
8306,8305,und,[]
8307,8306,und,[]
8308,8307,und,"[{'event_type': 'other', 'trigger': 'postavlja se', 'locations': ['Karađorđeva'], 'actors': [], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Guardrail installation raises safety concerns.'}]"
8309,8308,und,[]
8310,8309,und,[]
8311,8310,und,"[{'event_type': 'injury_death', 'trigger': 'povređene', 'locations': ['Beograd'], 'actors': ['tri osobe'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Injured in road accidents.'}]"
8312,8311,und,[]
8313,8312,und,[]
8314,8313,und,[]
8315,8314,und,[]
8316,8315,und,[]
8317,8316,und,[]
8318,8317,und,[]
8319,8318,und,[]
8320,8319,und,[]
8321,8320,und,[]
8322,8321,und,[]
8323,8322,und,[]
8324,8323,und,[]
8325,8324,und,[]
8326,8325,und,[]
8327,8326,und,[]
8328,8327,und,[]
8329,8328,und,"[{'event_type': 'arrest', 'trigger': 'uhapsili', 'locations': [], 'actors': ['pripadnici MUP Srbije'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Arrest related to child pornography.'}]"
8330,8329,und,[]
8331,8330,und,[]
8332,8331,und,[]
8333,8332,und,[]
8334,8333,und,"[{'event_type': 'arrest', 'trigger': 'uhapšen', 'locations': ['kod Preševa'], 'actors': ['Avganistanac'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Attempt to smuggle migrants.'}]"
8335,8334,und,"[{'event_type': 'government_response_policy', 'trigger': 'sanacija', 'locations': [], 'actors': ['Ministarstvo odbrane'], 'time_mentions': ['od sutra'], 'confidence': 0.85, 'notes': 'Street repairs from parade damage.'}]"
8336,8335,und,[]
8337,8336,und,[]
8338,8337,und,"[{'event_type': 'protest', 'trigger': 'Opozicija tražila smenu', 'locations': ['Valjevo'], 'actors': ['opozicija'], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Mayoral removal requested.'}]"
8339,8338,und,"[{'event_type': 'other', 'trigger': 'smenjen', 'locations': ['Smederevo'], 'actors': ['načelnik'], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Fired due to misconduct allegations.'}]"
8340,8339,und,[]
8341,8340,und,[]
8342,8341,und,[]
8343,8342,und,[]
8344,8343,und,[]
8345,8344,und,[]
8346,8345,und,[]
8347,8346,und,[]
8348,8347,und,[]
8349,8348,und,[]
8350,8349,und,[]
8351,8350,und,[]
8352,8351,und,[]
8353,8352,und,"[{'event_type': 'strike_boycott', 'trigger': 'štrajkuje glađu', 'locations': [], 'actors': ['Bogdan Jovičić'], 'time_mentions': [], 'confidence': 0.9, 'notes': '12-day hunger strike.'}]"
8354,8353,und,[]
8355,8354,und,"[{'event_type': 'injury_death', 'trigger': 'udario', 'locations': ['Bogatić'], 'actors': ['majku i dete'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Driver under influence.'}]"
8356,8355,und,"[{'event_type': 'arrest', 'trigger': 'uhapšen', 'locations': [], 'actors': ['državljanin Srbije'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Arrested with fake documents.'}]"
8357,8356,und,"[{'event_type': 'other', 'trigger': 'suspendovana', 'locations': [], 'actors': ['v.d. direktorka Valjevske gimnazije'], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Suspension occurred.'}]"
8358,8357,und,[]
8359,8358,sr,[]
8360,8359,sr,"[{'event_type': 'injury_death', 'trigger': 'poginula', 'locations': ['Kragujevac'], 'actors': [], 'time_mentions': [], 'confidence': 1.0, 'notes': 'Jedna osoba poginula, troje mladih teško povređeno.'}]"
8361,8360,sr,[]
8362,8361,sr,[]
8363,8362,sr,"[{'event_type': 'arrest', 'trigger': 'Uhapšen', 'locations': [], 'actors': ['vozač'], 'time_mentions': [], 'confidence': 1.0, 'notes': 'Ubijena žena.'}]"
8364,8363,sr,[]
8365,8364,sr,[]
8366,8365,sr,[]
8367,8366,sr,[]
8368,8367,sr,"[{'event_type': 'arrest', 'trigger': 'Uhapšeni', 'locations': ['Smederevo', 'Kruševac'], 'actors': ['direktori privrednih društava'], 'time_mentions': [], 'confidence': 1.0, 'notes': 'Utaja poreza 16,9 miliona dinara.'}]"
8369,8458,und,[]
8370,8459,und,[]
8371,8460,und,[]
8372,8461,und,"[{'event_type': 'strike_boycott', 'trigger': 'stupaju u štrajk upozorenja', 'locations': [], 'actors': ['profesori'], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
8373,8462,und,[]
8374,8463,und,"[{'event_type': 'arrest', 'trigger': 'uhapšene', 'locations': ['Čačku'], 'actors': ['dve osobe'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Osumnjičene za ubistvo u saizvršilaštvu'}]"
8375,8464,und,[]
8376,8465,und,[]
8377,8466,und,[]
8378,8467,und,"[{'event_type': 'government_response_policy', 'trigger': 'traže da Vučić smeni Vučinića', 'locations': [], 'actors': ['Evropske demokrate'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Sve manje od toga je saučesništvo'}]"
8379,8468,und,"[{'event_type': 'arrest', 'trigger': 'Određen pritvor', 'locations': [], 'actors': ['državljanki Rusije'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Osumnjičenoj za posredovanje u prostituciji'}]"
8380,8469,und,[]
8381,8470,und,"[{'event_type': 'protest', 'trigger': 'izašli na ulice', 'locations': [], 'actors': ['svi'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Reakcija zbog pritisaka na decu'}]"
8382,8471,und,[]
8383,8472,und,"[{'event_type': 'resignation', 'trigger': 'podnela ostavku', 'locations': [], 'actors': ['Direktorka Zemunske gimnazije'], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
8384,8473,und,"[{'event_type': 'resignation', 'trigger': 'Smenjena', 'locations': [], 'actors': ['šefica republičke prosvetne inspekcije'], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
8385,8474,und,"[{'event_type': 'protest', 'trigger': 'pozvali na protest', 'locations': ['Novi Sad'], 'actors': ['Novosadski studenti'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Bogdan ostaje u pritvoru'}]"
8386,8475,und,[]
8387,8476,und,[]
8388,8477,und,[]
8389,8478,und,[]
8390,8479,und,[]
8391,8480,und,[]
8392,8481,und,[]
8393,8482,und,[]
8394,8483,und,"[{'event_type': 'institutional_blockade', 'trigger': 'produžen pritvor', 'locations': [], 'actors': ['Dragani Sotirovski'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Šesti put'}]"
8395,8484,und,"[{'event_type': 'institutional_blockade', 'trigger': 'zvala studente na „prijateljski“ i „neobavezni“ razgovor', 'locations': [], 'actors': ['BIA'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Pred vojnu paradu'}]"
8396,8485,und,[]
8397,8486,und,"[{'event_type': 'investigation_charges_trial', 'trigger': 'optužen', 'locations': [], 'actors': ['silovatelj deteta'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Tužilaštvo traži kaznu doživotnog zatvora'}]"
8398,8487,und,"[{'event_type': 'traffic_blockade', 'trigger': 'izmene u saobraćaju', 'locations': [], 'actors': [], 'time_mentions': ['od ponoći'], 'confidence': 0.9, 'notes': 'Zbog vojne parade'}]"
8399,8488,und,[]
8400,8489,und,[]
8401,8490,und,[]
8402,8491,und,"[{'event_type': 'protest', 'trigger': 'protest', 'locations': ['KBC Kosovska Mitrovica'], 'actors': ['zdravstvenih radnika'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Zbog upada policije'}]"
8403,8492,und,[]
8404,8493,und,[]
8405,8494,und,[]
8406,8495,und,"[{'event_type': 'arrest', 'trigger': 'uhapšen', 'locations': [], 'actors': ['osnivač udruženja ""Trg mladih Novi Sad""'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Sumnja na zloupotrebu položaja'}]"
8407,8496,und,[]
