,label,confidence,rationale
487,related,0.86,"Naslov govori o stanju na putevima u Srbiji (izlivanje vode i odron), što je tipično za saopštenja/vesti Puteva Srbije."
488,related,0.74,"Pitanje se odnosi na presudu u slučaju ubistva Slavka Ćuruvije i hipotetički ishod da su uzeta u obzir tri dokaza, što je tipično za analizu/komentar pravosudnog postupka i medijskog izveštavanja o tom slučaju."
489,related,0.74,"Naslov govori o nestanku i povratku struje u Majdanpeku nakon tri dana, što je tipična vest o infrastrukturi/vanrednim situacijama i posledicama po građane."
490,related,0.62,Tekst je na srpskom i govori o savetu MUP-a vozačima i pešacima da budu oprezni po snegu i ledu; bez dodatnog konteksta deluje kao naslov/vest o bezbednosti u saobraćaju.
491,related,0.62,"Izjava se odnosi na vremenske prilike/padavine i procjenu stanja od strane Ministarstva poljoprivrede, što je tipično povezano s poljoprivredom i upravljanjem rizicima (suša/poplave)."
492,related,0.74,"Naslov ukazuje na sumnjivu povezanost advokatske kancelarije i države kroz dodelu milionskih poslova, što je tema potencijalnog sukoba interesa/korupcije u javnim nabavkama."
493,related,0.62,"Rečenica opisuje događaj u javnom prevozu (voz) i kašnjenje/zaglavljivanje na relaciji Prijepolje–Zemun u Resniku, što je tipično za vest o saobraćaju/železnici."
494,related,0.74,"Naslov se odnosi na političko stanje u Srbiji (pseudo-demokratija, Ustav, država), što je tipično za domaće političke/ustavne teme i javni diskurs."
495,related,0.62,"Naslov govori o građanskoj akciji i podršci studentima u Prijepolju, što je tipično za vest/političko-društveni događaj; bez dodatnog konteksta nije moguće preciznije odrediti širu temu, ali deluje povezano sa aktuelnim društvenim dešavanjima."
496,related,0.74,"Naslov govori o srpskoj politici i bezbednosnim strukturama (BIA), što je uobičajeno u okviru političkih vesti/komentara; nema dodatnog konteksta za preciznije mapiranje, ali tema je jasno politička."
497,related,0.62,"Naslov govori o sudijama i tužiocima koji traže ostavku ministra Vujića zbog navodnog neprofesionalnog ponašanja/medijskih nastupa, što spada u političko-pravosudne vesti i javnu odgovornost funkcionera."
498,related,0.62,"Upit na srpskom pominje Miljanu Kecmanović i produženje mere zabrane komunikacije sa sinom; deluje kao zahtev za informacijom/vesti o konkretnom pravnom postupku, ali bez dodatnog konteksta nije jasno da li traži sažetak, izvor ili objašnjenje."
499,related,0.62,"Naslov govori o optužbama za moguću korupciju i krivici u kontekstu škole (Jovina gimnazija), što je tipično za vest/politiku i društvene teme; bez dodatnog konteksta ne može se preciznije klasifikovati."
500,related,0.74,"Naslov je na srpskom i deluje kao politička vest/izjava (BIRODI tvrdi da je Vučić prekršio Ustav tokom gostovanja na Informeru). Bez dodatnog konteksta ne može se proveriti tačnost, ali tema je jasno definisana i koherentna."
501,related,0.86,"Naslov govori o kriminalnim grupama sa Zapadnog Balkana povezanim sa Venecuelom u kontekstu šverca kokaina, što je tema transnacionalnog organizovanog kriminala i trgovine drogom."
502,related,0.74,"Naslov opisuje saobraćajnu nezgodu (vozilo skliznulo u reku Lim kod Priboja) i posledice po putnike, što je tipična vest iz rubrike hronika/saobraćaj."
503,related,0.62,"The headline is in Serbian and reports heavy snowfall in Prijepolje (about 25 cm in a few hours) causing difficult driving conditions, which fits typical weather/traffic disruption news content."
504,related,0.62,"Naslov govori o klizištima na auto-putu na Kosovu i problemima na drugim saobraćajnicama, što je tema vezana za saobraćajnu infrastrukturu i bezbednost/prekide u saobraćaju."
505,related,0.62,"Naslov govori o vremenskim neprilikama (sneg) i posledicama u Beogradu, uz politički komentar o vlasti; tema je aktuelna vest/saobraćaj i upravljanje gradom."
506,related,0.74,"Naslov govori o upozorenju vozačima zbog snega i magle, što je tipično za saobraćajne/putne uslove i bezbednost u saobraćaju."
507,related,0.74,"Naslov suprotstavlja zvanične tvrdnje o 'čistoj Vojvodini' sa upozorenjima građana o velikom zagađenju vazduha u Vrbasu, što je tematski povezano (ekologija/zagađenje) i predstavlja konflikt između izveštaja i lokalnih opažanja."
508,related,0.62,Tekst opisuje hapšenje zbog nasilja nad bivšom partnerkom; deluje kao naslov/vest o porodičnom ili partnerskom nasilju.
509,related,0.78,"Naslov opisuje hapšenje maloletnika u Bečeju zbog pretnji replikom pištolja i izvođenja meštanina na ulicu, što je tipična vest iz rubrike hronika/kriminal i javna bezbednost."
510,related,0.74,Korisnik navodi vest/tvrdnju o povlačenju naučnog rada iz časopisa Scientific Reports (Nature portfolio) u vezi sa Projektom Jadar; to je jasno definisana tema i verovatno traži proveru ili objašnjenje.
511,related,0.74,"Naslov je na srpskom i odnosi se na političko-kulturnu temu (poziv vlastima da povuku priznanje za doprinos kulturi), što je tipično za vest/saopštenje i deluje povezano sa javnim događajima i institucijama."
512,related,0.62,"Naslov je na srpskom i govori o lokalnoj zajednici (Valjevci) koja je organizovala akciju čišćenja snega, uz video prilog; deluje kao vest/izveštaj o događaju."
513,related,0.74,"Naslov povezuje povratak struje u Majdanpek sa novim problemom građana (bez grejanja zbog kvara u toplani), što je tematski povezano kroz komunalne/energetske usluge i posledice prekida ili kvarova."
514,related,0.74,"Naslov govori o supruzi premijera Macuta i njenom javnom istupu povodom optužbi i uvreda, što je tipično za političko-društvenu vest i deluje povezano sa aktuelnim događajima oko premijera."
515,related,0.62,"Naslov govori o upozorenju RHMZ na nove snežne padavine, što je tipično povezano sa vremenskim prilikama i meteorološkim upozorenjima."
516,related,0.86,"Naslov govori o lokalnoj politici i vanrednoj situaciji u opštini Mali Zvornik, uz izjavu odbornika Novog DSS-a, što je tematski povezano (građanski zahtevi, rok vlastima, vanredna situacija)."
517,related,0.74,"Naslov govori o uklanjanju barikade/objekta s kolovoza zbog posjete EU parlamentaraca i o kriminalcima u parku koji navodno štite Vučića—tema je politička situacija i sigurnosno-politički kontekst u Srbiji, što je međusobno povezano."
518,uncertain,0.62,"Izjava je politička ocena/komentar o strategiji „Zajedno“ i njenoj efikasnosti, bez jasnog konteksta (tema, izvor, kriterijumi) pa nije moguće pouzdano utvrditi na šta se tačno odnosi niti proveriti tvrdnju."
519,related,0.78,"Naslov govori o nalogu da se angažuju združene snage i Žandarmerija radi pomoći ljudima tokom nevremena, što je tipična vest o vanrednim situacijama i javnoj bezbednosti."
520,related,0.74,"Naslov govori o kolapsu u Loznici zbog lošeg stanja (elektro/distributivne) mreže i kritici trošenja novca na koncerte umesto na infrastrukturu, što je u skladu sa temom lokalnih problema i upravljanja javnim sredstvima."
521,related,0.74,Tekst govori o danu žalosti u Ljigu zbog smrti Stefana Ivanovića u požaru u Kran-Montani; tema je lokalna vest/komemoracija povodom tragičnog događaja.
522,related,0.78,"Naslov govori o vremenskim uslovima (niske temperature, zavejana sela) i ograničenim kapacitetima mehanizacije u opštini Sjenica, što je tipično za vest o zimskim nepogodama i lokalnoj infrastrukturi."
523,related,0.62,"Tekst izgleda kao naslov/izjava o političkoj vlasti i njenom ponašanju na proslavi, što je tipično za političke vesti/komentare; bez dodatnog konteksta nije moguće preciznije odrediti temu ili izvor."
524,related,0.78,"Naslov govori o vanrednoj situaciji u više opština i o Loznici bez struje sedmi dan, što je tipično povezano sa vremenskim nepogodama/elementarnim nepogodama i posledicama na infrastrukturu."
525,related,0.93,"Tekst opisuje otežane uslove za vožnju (bljuzgavica, led, nanosi zemlje), što je tipično saobraćajno/putno upozorenje."
526,related,0.86,"Rečenica opisuje vremensku prognozu (oblačno i hladno vreme, sneg južnije od Vojvodine), što je tipičan naslov/vest o vremenu."
527,related,0.74,"Naslov govori o studentskom pokretu i njegovoj prirodi (ne politički već egzistencijalni), što je tipično povezano s društveno-političkim temama i javnim diskursom."
528,related,0.86,Quoted sentence about melting snow and lack of basic utilities aligns with the headline describing 30 households near Novi Sad without electricity and water for three months.
529,related,0.74,"Naslov se odnosi na medijski sadržaj (TV Informer) i političko-društveni komentar o stanju u Srbiji u odnosu na percepciju u Briselu, što je uobičajeno povezano sa temama politike i društva."
530,related,0.62,Naslov govori o dolasku struje u Majdanpek; bez dodatnog konteksta pretpostavljam da se odnosi na temu o snabdevanju električnom energijom/prekidu i obnovi napajanja.
531,related,0.74,"Naslov se odnosi na pokušaj gašenja Instagram naloga, što je tema vezana za društvene mreže/online naloge i potencijalne napade ili prijave, pa je verovatno u domenu digitalnih platformi i bezbednosti."
532,related,0.74,"Tekst je na srpskom i liči na naslov vesti o snegu, nestancima struje i izjavi Vučića; bez dodatnog konteksta deluje kao relevantan političko-društveni sadržaj."
533,uncertain,0.62,"Naslov je na srpskom i govori o medijskom izveštaju da je Viši sud u Novom Sadu odredio pritvor osumnjičenom za ubistvo na Božić, ali bez dodatnog konteksta nije jasno na šta se tačno odnosi niti da li je povezan s nekom konkretnom temom/ranijim sadržajem."
534,related,0.74,"Naslov govori o studentima i građanima koji obeležavaju godišnjicu blokade Tehnološkog fakulteta u Leskovcu i poručuju da borba nije gotova, što upućuje na društveno-politički/protestni događaj."
535,related,0.74,"Tekst je na srpskom i deluje kao politički naslov/komentar o osuđenom ubici bliskom državnom vrhu, što je u domenu aktuelnih društveno-političkih tema i javne bezbednosti."
536,related,0.62,"Naslov implicira političku tvrdnju o odnosu Moskve prema Srbiji i srpskim interesima, što je tipično za vest/komentar o geopolitici i spoljnoj politici."
537,related,0.74,"Naslov govori o nacrtu zakona o javnom redu i miru koji bi mogao regulisati/kažnjavati sadržaj na internetu i društvenim mrežama, što je tema kontrole online sadržaja."
538,related,0.74,"Naslov opisuje požar u Majdanpeku i posledice (ljudi u bolnici zbog dima), što je tipična vest o incidentu/nesreći i javnoj bezbednosti."
539,related,0.74,"Naslov govori o protestu u Valjevu i pitanju upućenom nadležnima zbog nestanka struje tokom praznika, što je tipično povezano sa lokalnim događajima/vestima i društvenim temama."
540,related,0.74,"Tekst govori o pritvoru za oca maloletnika nakon pucnjave i navodi sumnju na zapuštanje i zlostavljanje deteta, što je u istoj tematskoj oblasti (porodično nasilje/zanemarivanje i krivični postupak) kao i sam događaj."
541,uncertain,0.62,"Rečenica je na srpskom i deluje kao naslov/vest: „GSS pomogla ženama…“. Bez dodatnog konteksta nije jasno na šta se tačno odnosi (koja organizacija je „GSS“, kakva pomoć, kada), pa ne mogu pouzdano odrediti nameru ili temu u odnosu na neki referentni kontekst."
542,related,0.74,"Naslov opisuje brzu eskalaciju od izjave „nema potrebe” do proglašenja vanredne situacije u više samouprava i probleme sa nestankom struje, što je koherentna tema (krizna situacija/energetski prekidi) bez očigledne nepovezanosti."
543,uncertain,0.62,"Naslov implicira temu o poslovima advokatske kancelarije Gecić sa državnim subjektima (Telekom, Železara, EPS) i sadašnjim odnosom sa United grupom, ali bez dodatnog konteksta nije jasno na šta se tačno odnosi niti da li je u pitanju konkretna vest/analiza ili komentar."
544,related,0.62,"Naslov pominje Đura Macuta i njegovu suprugu, što ukazuje na vezu sa istom osobom/temom, iako je fokus na navodnoj prijavi za zlostavljanje."
545,related,0.74,"Naslov govori o prekidu snabdevanja električnom energijom u selima oko Mionice, što je tipična lokalna komunalna/servisna vest."
546,related,0.62,"Tekst je na srpskom i liči na naslov/vest o problemima u gradskom prevozu u Beogradu zbog snega; bez dodatnog konteksta nije jasno na šta tačno treba da se odnosi, ali tema je koherentna."
547,related,0.78,"Naslov govori o spašavanju majke i sina nakon što su se izgubili na Fruškoj gori, što je tipična vijest iz rubrike hronika/vanredni događaji i uklapa se u sadržaj MUP-a (policija/spasilačke službe)."
548,related,0.62,"Tekst je na srpskom i izgleda kao naslov vesti o obnovi struje i vode u selima oko Vladimiraca nakon prekida, što je tipično za lokalne/regionale aktuelne događaje. Bez dodatnog konteksta nije jasno na šta tačno treba da bude 'related', pa je procena umerena."
549,related,0.74,"Naslov govori o demantiju meteorologa u vezi sa uzrokom energetskog kolapsa (količina kiše), što je tematski povezano sa vremenskim prilikama i njihovim uticajem na infrastrukturu/energetiku."
550,related,0.74,"Naslov govori o studentima Medicinskog i stanju prilaza Kliničkom (očišćeni od snega) uz kritiku direktora JKP, što je u domenu lokalnih vesti/komunalnih službi i javnih institucija."
551,related,0.62,"Tekst izgleda kao naslov/tema o pevaču koji je nastupao na događaju povezanom sa Vučićem i SNS funkcionerima, uz tvrdnju da je reč o osuđenom ubici; bez dodatnog konteksta nije moguće preciznije utvrditi na šta se tačno odnosi."
552,related,0.62,"Naslov je na srpskom i govori o EDS (Elektrodistribucija Srbije) i snabdevanju električnom energijom u Majdanpeku, što je tipično za vesti o infrastrukturi/energetici; bez dodatnog konteksta nije moguće preciznije povezivanje."
553,uncertain,0.56,"Naslov je na srpskom i govori o uspostavljanju redovnog snabdevanja strujom u Mioničkom kraju, ali bez dodatnog konteksta nije jasno u odnosu na šta treba proceniti povezanost (npr. sa nekom temom, događajem ili prethodnim tekstom)."
554,related,0.86,"Naslov govori o odluci Upravnog suda i zakonitosti odluke Ministarstva prosvete u vezi sa razrešenjem/imenovanjem direktorke gimnazije, što je tipična tema iz oblasti javne uprave, obrazovanja i pravnih/administrativnih postupaka."
555,related,0.74,"Tekst izgleda kao naslov vesti/izjave o lokalnoj politici i ulaganjima u Loznici; bez dodatnog konteksta nije moguće preciznije povezivanje, ali tema je jasno društveno-politička i koherentna."
556,related,0.74,"Naslov govori o vanrednoj situaciji u Sjenici zbog snega, što je tipično povezano sa vremenskim nepogodama i posledicama zimskih uslova."
557,related,0.62,"Naslov se odnosi na izjavu gradonačelnice Loznice o nestanku struje i obećanju predsednika Vučića da će država nadoknaditi štetu, što je tipično za vest o vanrednoj situaciji/infrastrukturnom problemu i državnoj pomoći."
558,related,0.78,"Naslov govori o maršu povodom istorijskog događaja (povlačenje srpske vojske preko Albanije), što je tipično za vest/izveštaj o obeležavanju godišnjice i javnom događaju."
559,related,0.78,"Naslov govori o hapšenju zbog sumnje na pljačku menjačnice i pretnje smrću, što spada u kriminal/bezbednosne vesti."
560,related,0.74,"Naslov govori o Ministarstvu poljoprivrede, vremenskim prilikama koje ugrožavaju divljač i mogućoj zabrani lova—tema je vezana uz poljoprivredu/šumarstvo i upravljanje divljači."
561,related,0.62,"Naslov govori o radnicima Apoteke Beograd bez overenih zdravstvenih knjižica i najavi protesta, što spada u teme radnih prava, socijalnog osiguranja i javnih službi."
562,related,0.74,"Naslov govori o stanju zaliha krvi u Srbiji (javna zdravstvena tema/vest). Bez dodatnog konteksta, deluje kao relevantna informacija o javnom zdravlju i apel za davanje krvi."
563,related,0.74,"Tekst je naslov/izjava o reakciji (ili izostanku reakcije) institucija na napad na ekipu N1, što spada u temu medijskih sloboda, bezbednosti novinara i institucionalnog postupanja."
564,related,0.62,"Rečenica govori o ogranku (vodu) koji povezuje grad sa trafo-stanicom, što je tipično za elektrodistributivnu mrežu; međutim, bez dodatnog konteksta nije potpuno jasno na šta se tačno odnosi naziv „Ziđina“."
565,related,0.62,Rečenica je naslov/vest na srpskom o proglašenju dana žalosti u Ljigu zbog smrti Stefana Ivanovića u požaru u Švajcarskoj; bez dodatnog konteksta deluje kao relevantna lokalna vest.
566,related,0.86,"Naslov govori o lokalnim funkcionerima u kampanji umesto obavljanja posla i posledicama po infrastrukturu (sela bez struje), što je tipično političko/komunalno pitanje i deluje kao vest ili izjava u javnom interesu."
567,related,0.86,"Naslov govori o vodostaju reke Ibar i stanju bez ugrožavanja branjenih područja, što je tipično za vesti o hidrologiji/poplavam i javnim službama (Srbijavode)."
568,related,0.74,"Naslov opisuje protest u Loznici zbog višednevnog nestanka struje i vode i zahteva za ostavkama i odgovorima, što je tipično za lokalne društveno-političke vesti/aktuelne događaje."
569,related,0.74,"Naslov govori o mreži/organizaciji za borbu protiv beskućništva i potrebi za povećanjem smeštajnih kapaciteta, što je tipično povezano sa socijalnom politikom i zbrinjavanjem beskućnika."
570,related,0.74,"Tekst je na srpskom i deluje kao naslov vesti/političke izjave o javnom preduzeću „Beograd put“, administraciji, bolovanjima vozača i prozivci gradonačelnika Šapića; to je u domenu aktuelnih društveno-političkih tema."
571,related,0.78,"Naslov se odnosi na vremensko upozorenje RHMZ za Srbiju (ledena kiša, sneg), što je tipično za vesti o vremenskim prilikama i upozorenjima."
572,related,0.74,"Naslov govori o normalizaciji snabdevanja strujom u Ubu i Mionici i praćenju situacije u drugim gradovima, što je tipično za vest o infrastrukturnim/energetskim poremećajima i reakciji Vlade."
573,related,0.74,"Naslov govori o zlonamernim SMS porukama (phishing) koje se lažno predstavljaju kao obaveštenja o prekršajima, što je tema sajber bezbednosti i prevare."
574,related,0.78,"Naslov govori o pronalasku posmrtnih ostataka osobe za koju se sumnja da je nestala tokom rata na Kosovu, što je direktno povezano s temama ratnih nestanaka i poslijeratnih identifikacija."
575,related,0.62,"Naslov govori o delimičnom vraćanju struje i otvaranju telefonske linije za prijavu problema u Valjevu, što je tipično povezano sa vestima o kvarovima/prekidima u snabdevanju električnom energijom i infrastrukturi."
576,related,0.78,"Naslov govori o rezultatima izbora i raspodeli mandata u Skupštini Kosova, što je tipično političko/izborno izveštavanje i tema o formiranju većine."
577,related,0.74,"Naslov govori o uvođenju vanredne situacije i problemu sa nedostatkom vozača u javnom preduzeću ""Beograd put"", što je tipično povezano sa lokalnim vestima/saobraćajem i upravljanjem kriznim situacijama."
578,related,0.74,"Naslov se odnosi na saobraćajne prekršaje i prekoračenje brzine tokom praznika, što je tipično u domenu policijskih/saobraćajnih vijesti (MUP)."
579,related,0.62,"Tekst je na srpskom i zvuči kao naslov vesti o aktivnostima Sektora za vanredne situacije (intervencije i evakuacije), što je tipično za izveštavanje o vanrednim događajima."
580,related,0.74,"Naslov govori o izgradnji železničke obilaznice (infrastrukturni projekat/saobraćaj), što je tipično povezano sa lokalnom politikom i javnim radovima."
581,related,0.74,"Naslov govori o problemima zbog snega i kritici nadležnih zbog pozivanja na događaje iz 2012. u kontekstu 2026, što je tipično za aktuelne vesti o vremenskim neprilikama i reakcijama javnih ličnosti/političara."
582,related,0.78,"Tekst je naslov/vest o vremenskim prilikama i temperaturama u Srbiji (Negotin, Zaječar, Požega), što je tipično za rubriku vremenska prognoza/meteorologija."
583,related,0.62,"Naslov opisuje lokalni problem (nestanak vode i struje) i deluje kao vest/saopštenje; bez dodatnog konteksta nije jasno na šta tačno treba da bude 'related', ali je tematski koherentan kao društveno-komunalna tema."
584,related,0.74,"Tekst opisuje prekid u snabdevanju električnom energijom i posledične probleme sa fiksnom telefonijom u selu Pričević kod Valjeva, što je tipična vest o infrastrukturi/komunalnim uslugama."
585,related,0.62,"Naslov govori o stanju Kliničkog centra (zdravstvena ustanova) i merama upućenim gradu, što je povezano sa javnim zdravljem i funkcionisanjem zdravstvenog sistema, iako je primarno komunalno/političko pitanje (održavanje, led)."
586,related,0.62,"Naslov govori o otkazivanju prisustva komemoraciji u Švajcarskoj zbog lošeg vremena; bez dodatnog konteksta deluje kao vest iz regiona/politike i javnih događaja, ali nije jasno na šta tačno treba da bude povezano."
587,related,0.62,"Naslov govori o hapšenju osumnjičene osobe zbog izazivanja požara na Katedrali u Novom Sadu; tema je događaj/incident i policijska istraga, što je koherentno i jasno povezano."
588,related,0.74,"Naslov govori o presudi Vrhovnog suda i navodnoj povredi zakona od strane sudija u postupku za ubistvo Slavka Ćuruvije, što je u skladu sa temom pravosuđa i slučaja Ćuruvija; Veran Matić je javna ličnost koja često komentariše ovaj slučaj."
589,related,0.86,"Both statements concern leaving a political organization (SNS) and frame it in terms of coercion/mafia-like structure, directly engaging with Vučić’s claim that nobody leaves SNS."
590,related,0.62,"Naslov je na srpskom i odnosi se na političku temu (opozicija, izbori). Bez dodatnog konteksta nije jasno na šta tačno treba da bude 'related', ali deluje kao relevantna vest/politička izjava."
591,related,0.62,"Naslov opisuje lokalnu akciju studenata u Beogradu (čišćenje snega i leda), što je tipično za vest iz zajednice/servisnu informaciju; bez dodatnog konteksta nije jasno na šta tačno treba da bude 'related', ali deluje kao relevantna lokalna tema."
592,related,0.74,"Naslov govori o lokalnom problemu (nestanak struje i grejanja u Majdanpeku) i pozivu da se lokalna samouprava pozove na odgovornost, što je tipično za vest/komentar o javnim uslugama i odgovornosti vlasti."
593,related,0.74,"Naslov govori o spremnosti GSP Beograd za sneg i problemima zbog lošeg čišćenja ulica, što je tema javnog prevoza i zimskog održavanja saobraćajnica."
594,related,0.78,"Naslov govori o akciji spasavanja planinara (Gorska služba spasavanja) na Rtnju, što je tipična vest iz oblasti javne bezbednosti/vanrednih događaja."
595,related,0.78,"Naslov govori o AMSS apelu vozačima zbog snega na kolovozima u više gradova, što je tipično povezano sa vremenskim uslovima i stanjem na putevima."
596,related,0.62,Naslov opisuje noć u Beogradu bez saobraćajnih udesa i povrede zbog padova na snegu; deluje kao vest iz oblasti javne bezbednosti/servisnih informacija.
597,related,0.74,"Rečenica je na srpskom i govori o vremenskim prilikama (najhladniji dan zime, -17°C u Sjenici), što je tipičan naslov/vest o vremenu."
598,related,0.62,"Tekst je na srpskom i izgleda kao naslov vesti o najavljenoj akciji čišćenja snega u Beogradu; bez dodatnog konteksta nije jasno na šta tačno treba da se odnosi, ali deluje kao relevantna informacija/vest."
599,related,0.62,"Naslov govori o regionalnoj stabilnosti na jugoistoku Evrope i potrebi saradnje Srbije i Hrvatske, što je tipično političko/regionално pitanje."
600,uncertain,0.62,"Naslov sugeriše temu o studentskim blokadama i posledicama po građane Zapadne Srbije, ali bez dodatnog konteksta nije jasno na šta se tačno odnosi (protesti, blokade puteva, institucionalna blokada) niti da li je tvrdnja potkrepljena konkretnim informacijama."
601,related,0.86,"Pitanje je metaforičko i traži analogiju između elemenata društvene igre Monopol (karta za izlazak iz zatvora) i lokacije u Srbiji (Pionirski park), što je u domenu kreativnog poređenja i kulturnog konteksta."
602,related,0.74,"Naslov govori o medijskom sadržaju (Informer) i učešću/uživanju ministra informisanja, što je povezano sa temama medija i javnih funkcionera."
603,related,0.93,"Naslov govori o otežanom saobraćaju, problemima sa strujom i vanrednoj situaciji u Srbiji, što je tipično povezano sa vremenskim nepogodama ili kriznim događajem i spada u aktuelne vesti."
604,related,0.74,"Naslov je na srpskom i odnosi se na političko-pravni događaj (najava predsedničkog pomilovanja) u konkretnom slučaju („Generalštab“), što je tipično za vest/analizu aktuelnih događaja."
605,uncertain,0.56,"Naslov je na srpskom i deluje kao politička izjava/optužba (Preradović o Tintoru, medijima i Vučiću), ali bez dodatnog konteksta nije jasno šta tačno tražite (npr. sažetak, prevod, provera činjenica) niti da li je to citat iz konkretnog članka."
606,related,0.62,"Naslov opisuje hapšenje zbog opasne vožnje (vuča sanki autom) koja je dovela do pada i povreda, što je tipično za rubriku hronika/saobraćajni incidenti."
607,related,0.74,"Naslov govori o političkim potezima Aleksandra Vučića (izborni kalendar, ambicija da bude premijer) i proceni snage studentskog pokreta, što je u domenu aktuelne politike i društvenih pokreta."
608,related,0.74,"Rečenica opisuje saobraćajnu nezgodu (kamion udario pešaka) uz kontekst nepročišćenog trotoara, što je tipično za vest/izveštaj o incidentu."
609,related,0.74,"Izjava se odnosi na društveno-političku temu (korupcija u zdravstvu u Srbiji) i deluje kao naslov/izjava iz vesti, pa je verovatno povezana sa aktuelnim događajima."
610,related,0.74,"Naslov govori o osudama nakon požara na vratima rimokatoličke crkve u Novom Sadu, što je tema vezana za incident, vandalizam i reakcije javnosti."
611,related,0.62,"Naslov implicira politički komentar o (ne)uvođenju vanrednih mera u kontekstu luksuzne vile, što je u okvirima javnih/političkih tema; bez dodatnog konteksta nije moguće preciznije odrediti na šta se tačno odnosi."
612,related,0.74,"Naslov govori o politički motivisanom incidentu (paljenje vrata Katedrale u Novom Sadu) i povezuje ga sa izjavama političara i politikom podela, što je u domenu društveno-političkih tema i bezbednosnih incidenata."
613,related,0.74,"Izjava je na srpskom i odnosi se na naslov/poruku iz nemačke štampe o Srbiji i Vučiću; tema je politička i medijska, bez dodatnog konteksta nije moguće preciznije odrediti, ali deluje kao relevantan navod o sadržaju nemačkih medija."
614,related,0.62,Naslov je na srpskom i govori o tužilaštvu koje traži zatvorsku kaznu za ministra Nikolu Selakovića; bez dodatnog konteksta pretpostavljam da je povezano sa aktuelnim političko-pravnim vestima.
615,related,0.62,Tekst je na srpskom i govori o presudi i odgovornosti u slučaju Ćuruvija; bez dodatnog konteksta pretpostavljam da je povezano s temom pravosuđa/presuda.
616,related,0.74,"Rečenica opisuje aktuelnu vest o gužvama i zadržavanjima na administrativnim prelazima sa Kosovom (Jarinje), što je tipično za saobraćajne/servisne informacije."
617,related,0.74,"Naslov govori o proslavi Božića i poruci zajedništva u vremenu podela, što je tipično za društveno-religijske vesti i komentare."
618,related,0.78,"Naslov govori o vodostaju Dunava i Save (hidrološke prilike), što je tipično povezano sa stanjem voda i potencijalnim poplavama, temama koje obično prate objave Srbijavode."
619,related,0.74,"Tekst govori o zabrani kretanja kroz park u Valjevu zbog opasnosti od urušavanja grana, što je tipično za lokalne bezbednosne/komunalne vesti."
620,uncertain,0.62,"Pitanje je neodređeno jer nije navedeno na koja se tačno „dva veća snega“ misli (godine/događaji), pa nije moguće proceniti promene u svetu i Srbiji između njih bez dodatnog konteksta."
621,related,0.62,"Naslov govori o saslušanju osumnjičenog kojem je pronađen arsenal u garaži uoči Božića; tema je kriminal/bezbjednost i policijska istraga, što je tipično povezano s vijestima o hapšenjima i zapljenama oružja."
622,related,0.62,"Naslov je na srpskom i govori o presudi Višeg suda i krivičnim delima (silovanje, otmica, razbojništvo). Bez dodatnog konteksta nije jasno na šta tačno treba da bude 'related', ali deluje kao vest iz oblasti pravosuđa/kriminala."
623,related,0.93,"Naslov opisuje vanrednu situaciju u Majdanpeku zbog nestanka struje i grejanja, sa posledicama po bolnicu, što je tipična lokalna vest o infrastrukturi i javnim službama."
624,related,0.62,"Naslov govori o nasilju čuvara nelegalnog šatorskog naselja prema novinarima, što je tipično tema javne bezbednosti i slobode medija; bez dodatnog konteksta nije moguće preciznije povezivanje, ali deluje kao relevantna vest."
625,related,0.78,"Naslov govori o pritvoru zbog sumnje na prodaju marihuane, što spada u temu kriminala/droga i policijsko-pravosudnih vesti."
626,uncertain,0.62,"Naslov iznosi politički optužujuću tvrdnju o navodnoj direktnoj kontroli i kriminalnim radnjama, ali bez dodatnog konteksta/izvora nije moguće potvrditi tačnost ili proceniti da li je reč o proverljivoj vesti ili retoričkoj izjavi."
627,related,0.78,"Naslov govori o blokadi magistralnog puta zbog problema sa strujom i vodom, što je tipično za lokalne proteste/saobraćajne blokade i komunalne probleme."
628,related,0.74,"Naslov opisuje događaj/incident u medijima (TV Informer) uz prisustvo visokih zvaničnika, što je tipično za političko-društvenu vest i verovatno je povezano sa aktuelnim političkim temama."
629,related,0.78,"Naslov opisuje vanrednu situaciju u Valjevu zbog snega i nestanka struje za 10.200 korisnika, što je tipična vest o vremenskim nepogodama i posledicama na infrastrukturu."
630,related,0.78,"Naslov je na srpskom i odnosi se na javni prevoz u Beogradu (GSP) i vraćanje linija na redovnu trasu, što je tipično za lokalne vesti/saobraćajna obaveštenja."
631,related,0.74,"Naslov govori o stabilizaciji vodostaja i vanrednoj odbrani od poplava na više reka, što je uobičajena tema iz oblasti vremenskih nepogoda/poplava i vanrednih situacija."
632,related,0.86,"Tekst opisuje problem u javnoj ustanovi (ambulanta u Niškoj Banji) bez grejanja usred zime zbog problema sa instalacijama, što je tipična tema lokalnih vesti/komunalnih problema i funkcionisanja javnih službi."
633,related,0.86,"Naslov govori o EDS-u (elektrodistribucija) i kvarovima na mreži izazvanim padavinama, što je tipično za elektroenergetsku/distributivnu mrežu i njene probleme."
634,related,0.74,Rečenica je na srpskom i opisuje vest o eksploziji petardi i povređenim dečacima u Nišu; deluje kao naslov/sažetak aktuelnog događaja.
635,uncertain,0.62,"Naslov je na srpskom i deluje kao političko/kriminalno-lična tvrdnja o osobi (optužba za silovanje i veza sa „Ćacilend“), ali bez dodatnog konteksta nije jasno na šta se tačno odnosi niti da li je povezano sa prethodnim sadržajem ili konkretnom temom."
