,headline,url,datePublished,Related,doc_id,language,events
1241,"Dačić: Ključan doprinos policije u očuvanju građanskog mira, LRAD uređaji vraćeni u magacine",https://www.rts.rs/vesti/politika/5762318/intervencija-policija-protesti-dacic.html,"petak, 01. avg 2025, 12:22 -> 14:44",vezano za proteste,1241,sr,[]
1242,"Devet meseci od pada nadstrešnice u Novom Sadu, odavanje pošte i tišina u više gradova, u Beogradu šetnja do Prokopa",https://www.rts.rs/vesti/politika/5762313/devet-meseci-od-pada-nadstresnice-novi-sad.html,"petak, 01. avg 2025, 11:52 -> 00:15",vezano za proteste,1242,sr,"[{'event_type': 'commemoration', 'trigger': 'odavanje pošte', 'locations': ['Novi Sad', 'Beograd'], 'actors': [], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Navodi se više gradova, verovatno komemoracija.'}]"
1243,Predsednik Vučić sazvao za sutra hitnu sednicu Saveta za nacionalnu bezbednost,https://www.rts.rs/vesti/politika/5762242/predsednik-vucic-sazvao-za-sutra-hitnu-sednicu-saveta-za-nacionalnu-bezbednost.html,"petak, 01. avg 2025, 10:31 -> 10:42",vezano za proteste,1243,sr,[]
1244,Studenti u blokadi DUNP-a u Novom Pazaru i dalje ispred Gradske uprave,https://www.rts.rs/vesti/politika/5762179/studenti-u-blokadi-dunp-novi-pazar.html,"petak, 01. avg 2025, 08:53 -> 12:22",vezano za proteste,1244,sr,"[{'event_type': 'institutional_blockade', 'trigger': 'blokadi', 'locations': ['Novi Pazar'], 'actors': ['Studenti'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Pomenuta blokada, verovatno obrazovna institucija.'}]"
1245,Vučić danas obilazi opštinu Žitorađa,https://www.rts.rs/vesti/politika/5762084/vucic-zitoradja-pozari.html,"petak, 01. avg 2025, 06:22 -> 06:37",vezano za proteste,1245,sr,[]
1246,"Odbijena žalba branioca, Igor Popović ostaje u pritvoru",https://www.rts.rs/vesti/politika/5761979/odbijena-zalba-branioca-igor-popovic-ostaje-u-pritvoru.html,"četvrtak, 31. jul 2025, 17:37 -> 18:17",nije vezano za proteste,1246,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'pritvoru', 'locations': [], 'actors': ['Igor Popović'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Odbijena žalba.'}]"
1247,Vlada donela odluku o obrazovanju Komisije za analizu rada visokoškolskih ustanova,https://www.rts.rs/vesti/politika/5761868/odluka-analiza-komijsija-fakulteti-obrazovanje-vlada.html,"četvrtak, 31. jul 2025, 16:04 -> 16:13",nije vezano za proteste,1247,sr,[]
1248,"Šatori ispred gradske uprave u Novom Pazaru, blokade na Novom Beogradu, protest u Šapcu protiv iskopavanja litijuma",https://www.rts.rs/vesti/politika/5761595/protest-novi-pazar-sud.html,"četvrtak, 31. jul 2025, 14:00 -> 22:26",vezano za proteste,1248,sr,"[{'event_type': 'protest', 'trigger': 'protest', 'locations': ['Novi Beograd', 'Šabac'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Pomenuti i protesti.'}]"
1249,Kancelarija za KiM: Srbima se sudi bez dokaza – poziv međunarodnoj zajednici da reaguje,https://www.rts.rs/vesti/politika/5761592/kancelarija-za-kim-srbima-se-sudi-bez-dokaza--poziv-medjunarodnoj-zajednici-da-reaguje.html,"četvrtak, 31. jul 2025, 13:58 -> 14:08",vezano za proteste,1249,sr,[]
1250,Vujić: Garancijom prava na jedini dom Srbija se usklađuje sa Evropskom konvencijom,https://www.rts.rs/vesti/politika/5761468/nenad-vujic-izvrsitelji.html,"četvrtak, 31. jul 2025, 12:53 -> 14:59",vezano za proteste,1250,sr,[]
1251,Skupština Novog Sada usvojila inicijativu za podizanje spomenika stradalima u padu nadstrešnice,https://www.rts.rs/vesti/politika/5761321/novi-sad-skupstina-nadstresnica-spomenik.html,"četvrtak, 31. jul 2025, 10:54 -> 17:23",vezano za proteste,1251,sr,[]
1252,Milivojević: Dijalog jedino rešenje za budućnost,https://www.rts.rs/vesti/politika/5761210/politicka-situacija-u-srbiji.html,"četvrtak, 31. jul 2025, 10:45 -> 10:46",vezano za proteste,1252,sr,[]
1253,Još jedna presuda protiv Srba za navodne ratne zločine na KiM – Miloš Plesković osuđen na 15 godina zatvora,https://www.rts.rs/vesti/politika/5761312/jos-jedna-presuda-protiv-srba-za-navodne-ratne-zlocine-na-kim--milos-pleskovic-osudjen-na-15-godina-zatvora.html,"četvrtak, 31. jul 2025, 10:38 -> 14:19",vezano za proteste,1253,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'osuđen', 'locations': ['KiM'], 'actors': ['Miloš Plesković'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Osuđen na 15 godina.'}]"
1254,"Klaster 3, novi rok, stari zahtevi – Srbija pod pritiskom da pokaže konkretne rezultate",https://www.rts.rs/vesti/politika/5761190/klaster-3-novi-rok-stari-zahtevi--srbija-pod-pritiskom-da-pokaze-konkretne-rezultate.html,"četvrtak, 31. jul 2025, 10:30 -> 12:01",vezano za proteste,1254,sr,[]
1255,Đurić sa Guteresom: Hapšenje Popovića pokušaj zastrašivanja Srba i urušavanja dijaloga,https://www.rts.rs/vesti/politika/5761167/marko-djuric-igor-popovic.html,"četvrtak, 31. jul 2025, 06:59 -> 12:12",vezano za proteste,1255,sr,[]
1256,"Protesti u Novom Pazaru, Kragujevcu i Kraljevu",https://www.rts.rs/vesti/politika/5761023/protesti-.html,"sreda, 30. jul 2025, 20:28 -> 10:27",vezano za proteste,1256,sr,"[{'event_type': 'protest', 'trigger': 'Protesti', 'locations': ['Novi Pazar', 'Kragujevac', 'Kraljevo'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Protesti u više gradova.'}]"
1257,"Vučić za RTS: Važno da emocije utihnu u Novom Pazaru, da svi sednemo da razgovaramo; nižim cenama hoćemo da pomognemo svakom čoveku",https://www.rts.rs/vesti/politika/5761030/vucic-za-rts-vazno-da-emocije-utihnu-u-novom-pazaru-da-svi-sednemo-da-razgovaramo-nizim-cenama-hocemo-da-pomognemo-svakom-coveku.html,"sreda, 30. jul 2025, 19:35 -> 22:10",vezano za proteste,1257,sr,[]
1258,Figaro: Pritvor za verbalni delikt – nova antisrpska provokacija na KiM,https://www.rts.rs/vesti/politika/5761037/figaro-pritvor-za-verbalni-delikt--nova-antisrpska-provokacija-na-kim.html,"sreda, 30. jul 2025, 19:25 -> 20:01",vezano za proteste,1258,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'pritvor', 'locations': ['KiM'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Antisrpska provokacija.'}]"
1259,Predsednik Vučić gost Dnevnika RTS-a u 19.30,https://www.rts.rs/vesti/politika/5760901/predsednik-vucic-gost-dnevnika-rts-a-u-1930.html,"sreda, 30. jul 2025, 15:32 -> 15:40",vezano za proteste,1259,sr,[]
1260,Podignuta optužnica za navodni napad na vojnike Kfora u Zvečanu,https://www.rts.rs/vesti/politika/5760886/zvecan-optuznica.html,"sreda, 30. jul 2025, 15:21 -> 16:00",vezano za proteste,1260,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'optužnica', 'locations': ['Zvečan'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Napad na vojnike Kfora.'}]"
1261,"Vučević: Trgovci, nemojte da derete kožu s leđa građanima – država mora tu da se umeša",https://www.rts.rs/vesti/politika/5760702/vucevic-trgovci-nemojte-da-derete-kozu-s-ledja-gradjanima--drzava-mora-tu-da-se-umesa.html,"sreda, 30. jul 2025, 12:47 -> 14:11",vezano za proteste,1261,sr,[]
1262,Vučić: Srbija ostaje otvorena za investicije koje doprinose digitalnoj transformaciji,https://www.rts.rs/vesti/politika/5760698/vucic-huavei-digitalna-transformacija.html,"sreda, 30. jul 2025, 12:42 -> 12:50",vezano za proteste,1262,sr,[]
1263,Brnabić: Apelujem na EU institucije da ne zatvaraju oči pred huliganizmom,https://www.rts.rs/vesti/politika/5760571/ana-brnabic-apel-eu-suzana-vasiljevic-novi-pazar.html,"sreda, 30. jul 2025, 10:47 -> 13:49",vezano za proteste,1263,sr,[]
1264,Dačić: Desetoro privedenih zbog incidenta u Novom Pazaru,https://www.rts.rs/vesti/politika/5760543/ivica-dacic-hapsenje-novi-pazar.html,"sreda, 30. jul 2025, 09:59 -> 13:21",vezano za proteste,1264,sr,"[{'event_type': 'arrest', 'trigger': 'privedenih', 'locations': ['Novi Pazar'], 'actors': [], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Privedeno desetoro.'}]"
1265,Permanentna kampanja Aljbina Kurtija – da li i tragedija može da posluži u političke svrhe ,https://www.rts.rs/vesti/politika/5760510/permanentna-kampanja-aljbina-kurtija--da-li-i-tragedija-moze-da-posluzi-u-politicke-svrhe-.html,"sreda, 30. jul 2025, 07:36 -> 18:26",vezano za proteste,1265,sr,[]
1266,Đurić: Poseta Beninu još jedan dodatni impuls za prisustvo Srbije u Africi,https://www.rts.rs/vesti/politika/5760333/marko-djuric-benin-drugi-dan.html,"utorak, 29. jul 2025, 19:45 -> 20:01",vezano za proteste,1266,sr,[]
1267,Vučić: U Novom Pazaru se dešavaju politički organizovane užasne stvari,https://www.rts.rs/vesti/politika/5760335/vuci-novi-pazar-dunp.html,"utorak, 29. jul 2025, 19:06 -> 21:10",vezano za proteste,1267,sr,[]
1268,Vučić primio pismo Si Đinpinga – kineski lider istakao da pridaje veliki značaj razvoju odnosa dve zemlje,https://www.rts.rs/vesti/politika/5760143/kina-si-djinping-pismo-aleksandar-vucic-srbija-kina-peking-beograd.html,"utorak, 29. jul 2025, 15:54 -> 17:08",vezano za proteste,1268,sr,[]
1269,"Studenti u blokadi se vratili u zgradu DUNP-a, protesti u više gradova, incidenti u Kraljevu",https://www.rts.rs/vesti/politika/5760012/studenti-u-blokadi-se-vratili-u-zgradu-dunp-a-protesti-u-vise-gradova-incidenti-u-kraljevu.html,"utorak, 29. jul 2025, 14:13 -> 01:40",vezano za proteste,1269,sr,"[{'event_type': 'protest', 'trigger': 'protesti', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Više gradova.'}]"
1270,Gašić sa Bejkerom o unapređenju bilateralne vojne saradnje,https://www.rts.rs/vesti/politika/5759954/gasic-sa-bejkerom-o-unapredjenju-bilateralne-vojne-saradnje.html,"utorak, 29. jul 2025, 13:47 -> 13:55",vezano za proteste,1270,sr,[]
1271,"Vučić: U pripremi sveobuhvatan program podrške narodu, posebno srednjoj klasi i siromašnijim ljudima",https://www.rts.rs/vesti/politika/5759952/vucic-u-pripremi-sveobuhvatan-program-podrske-narodu-posebno-srednjoj-klasi-i-siromasnijim-ljudima.html,"utorak, 29. jul 2025, 13:47 -> 17:02",vezano za proteste,1271,sr,[]
1272,"Zaposleni i uprava ušli u zgradu Državnog univerziteta u Novom Pazaru, studenti tvrde da su izbačeni",https://www.rts.rs/vesti/politika/5759653/zaposleni-i-uprava-usli-u-zgradu-drzavnog-univerziteta-u-novom-pazaru-studenti-tvrde-da-su-izbaceni.html,"utorak, 29. jul 2025, 08:01 -> 14:40",vezano za proteste,1272,sr,"[{'event_type': 'institutional_blockade', 'trigger': 'blokadi', 'locations': ['Novi Pazar'], 'actors': ['Studenti'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Pomenuta obrazovna institucija.'}]"
1273,Blokade i protesti u Novom Sadu i Valjevu,https://www.rts.rs/vesti/politika/5759609/protesti-valjevo-kafic-izlomljena-stakla-.html,"ponedeljak, 28. jul 2025, 21:39 -> 10:46",vezano za proteste,1273,sr,"[{'event_type': 'protest', 'trigger': 'protesti', 'locations': ['Novi Sad', 'Valjevo'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Pomenuti protesti u dva grada.'}]"
1274,MSP preporučio državljanima Srbije da ne putuju u Hrvatsku od 1. do 10. avgusta,https://www.rts.rs/vesti/politika/5759585/srbija-hrvatska-putivanje-1prvi-deseti-avgust.html,"ponedeljak, 28. jul 2025, 21:30 -> 21:43",nije vezano za proteste,1274,sr,[]
1275,"Đurić u Beninu, obnova prijateljstva iz doba Pokreta nesvrstanih",https://www.rts.rs/vesti/politika/5759573/benin-marko-djuric-msp.html,"ponedeljak, 28. jul 2025, 20:00 -> 20:59",vezano za proteste,1275,sr,[]
1276,"Rektorka Univerziteta umetnosti: Komisija da utvrdi stanje u SKC-u, ne verujem da bi studenti otuđili imovinu",https://www.rts.rs/vesti/politika/5759568/skc-rektorka-univerzitet-umenosti-komisija-stanje-studenti-gradjani-protesti-blokade.html,"ponedeljak, 28. jul 2025, 19:25 -> 20:34",vezano za proteste,1276,sr,[]
1277,Dačić: Nikada nisam rekao da su nas prevarili da potpišemo Briselski sporazum,https://www.rts.rs/vesti/politika/5759333/ivica-dacic-briselski-sporazum.html,"ponedeljak, 28. jul 2025, 15:29 -> 15:46",nije vezano za proteste,1277,sr,[]
1278,Presuda dvojici Srba u odsustvu zbog navodnih ratnih zločina u Prištini,https://www.rts.rs/vesti/politika/5759281/pristina-kosovo-i-metohija-srbi-ratni-zlocin.html,"ponedeljak, 28. jul 2025, 14:39 -> 19:14",vezano za proteste,1278,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'presuda', 'locations': ['Priština'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Presuda u odsustvu.'}]"
1279,Okončan dokazni postupak u slučaju Miloša Pleskovića iz Prizrena,https://www.rts.rs/vesti/politika/5759197/okoncan-dokazni-postupak-u-slucaju-milosa-pleskovica-iz-prizrena.html,"ponedeljak, 28. jul 2025, 13:54 -> 14:38",vezano za proteste,1279,sr,[]
1280,Brnabićeva obišla SKC: Tako bi izgledala Srbija kada bi je preuzeli blokaderi,https://www.rts.rs/vesti/politika/5758956/ana-brnabic-studenti-u-blokadi-skc.html,"ponedeljak, 28. jul 2025, 10:55 -> 19:08",vezano za proteste,1280,sr,[]
1281,Sud u Prištini izrekao trojici Srba kazne zatvora od dve i pet godina za navodni terorizam,https://www.rts.rs/vesti/politika/5758924/sud-u-pristini-izrekao-trojici-srba-kazne-zatvora-od-dve-i-pet-godina-za-navodni-terorizam.html,"ponedeljak, 28. jul 2025, 10:13 -> 19:51",vezano za proteste,1281,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'kazne zatvora', 'locations': ['Priština'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Navodni terorizam.'}]"
1282,Grupa ,https://www.rts.rs/vesti/politika/5759542/skc-blokada-ana-brnabic-odgovor.html,"ponedeljak, 28. jul 2025, 17:43 -> 18:19",vezano za proteste,1282,sr,[]
1283,Ambasador Šutanovac predao akreditive predsedniku Trampu,https://www.rts.rs/vesti/politika/5758751/sutanovac-tramp-akreditivi.html,"ponedeljak, 28. jul 2025, 06:05 -> 06:49",vezano za proteste,1283,sr,[]
1284,Najveći budžet u istoriji EU kao nagoveštaj buduće slike Evrope – da li je i Srbija deo slagalice,https://www.rts.rs/vesti/politika/5758682/eu-budzet-srbija.html,"ponedeljak, 28. jul 2025, 05:50 -> 06:06",vezano za proteste,1284,sr,[]
1285,"Ruma, protestna šetnja i odavanje pošte nastradalima u padu nadstrešnice",https://www.rts.rs/vesti/politika/5758754/protest-ruma-studenti-bajkeri-veterani.html,"nedelja, 27. jul 2025, 20:52 -> 23:59",vezano za proteste,1285,sr,"[{'event_type': 'protest', 'trigger': 'protestna šetnja', 'locations': ['Ruma'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Protestna šetnja i odavanje pošte.'}]"
1286,Pat pozicija u Prištini  – da li se ide na nove izbore,https://www.rts.rs/vesti/politika/5758690/kosovo-metohija-skupstina-konstituisanje-ustavni-sud-zabrana.html,"nedelja, 27. jul 2025, 20:15 -> 20:22",vezano za proteste,1286,sr,[]
1287,"Macut: Napad na Đurića nedopustiv, posledica širenja neistina i atmosfere mržnje",https://www.rts.rs/vesti/politika/5758623/macut-djuric-osuda-napada.html,"nedelja, 27. jul 2025, 12:00 -> 12:22",vezano za proteste,1287,sr,[]
1288,"Vučić: Moramo da pokažemo veću brigu o starima, najmoderniji centar u Batajnici",https://www.rts.rs/vesti/politika/5758561/vucic-moramo-da-pokazemo-vecu-brigu-o-starima-najmoderniji-centar-u-batajnici.html,"nedelja, 27. jul 2025, 10:22 -> 15:56",vezano za proteste,1288,sr,[]
1289,"Priština, sudski zabranjene sve skupštinske aktivnosti do 8. avgusta",https://www.rts.rs/vesti/politika/5758547/parlament-pristina-suspenzija.html,"nedelja, 27. jul 2025, 09:48 -> 10:27",nije vezano za proteste,1289,sr,[]
1290,"Dačić za RTS: Aktivno 27 požara, spaseno više od 10 osoba - jedna povređena",https://www.rts.rs/vesti/hronika/5758525/dacic-za-rts-aktivno-27-pozara-spaseno-vise-od-10-osoba---jedna-povredjena.html,"nedelja, 27. jul 2025, 08:30 -> 11:52",vezano za proteste,1290,sr,[]
1291,"Balkanska mirovna platforma u Istanbulu – na stolu infrastruktura, energetika i komunikacije",https://www.rts.rs/vesti/politika/5758479/balkanska-mirovna-platforma-istanbul-fidan-marko-djuric.html,"subota, 26. jul 2025, 19:45 -> 20:02",vezano za proteste,1291,sr,[]
1292,"Skupština u Prištini pred istekom roka, zapadne diplomate pozivaju na okončanje sage",https://www.rts.rs/vesti/politika/5758474/kosovo-metohija-skupstina-pristina-konstitutivna-formiranje-kurti.html,"subota, 26. jul 2025, 19:40 -> 23:19",vezano za proteste,1292,sr,[]
1293,"Vučić: Dunavski koridor velika stvar za istočnu Srbiju, do novembra biće skoro gotov",https://www.rts.rs/vesti/politika/5758449/vucic-dunavski-koridor-velika-stvar-za-istocnu-srbiju-do-novembra-bice-skoro-gotov.html,"subota, 26. jul 2025, 15:08 -> 19:41",vezano za proteste,1293,sr,[]
1294,"Četvorica uhapšenih posle incidenta u Valjevu pušteni na slobodu, protest u Kraljevu",https://www.rts.rs/vesti/politika/5758421/protest-valjevo.html,"subota, 26. jul 2025, 12:06 -> 22:49",vezano za proteste,1294,sr,"[{'event_type': 'arrest', 'trigger': 'uhapšenih', 'locations': ['Valjevo'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Osobe puštene na slobodu nakon incidenta.'}]"
1295,Nenad Popović: Premijer Kine uputio pozdrave predsedniku Vučiću i građanima Srbije,https://www.rts.rs/vesti/politika/5758409/kina-srbija-nenad-popovic-sastanak-saradnja.html,"subota, 26. jul 2025, 11:38 -> 12:33",vezano za proteste,1295,sr,[]
1296,"Paunović: Cilj novog zakona o biračkom spisku nije kontrola, već transparentnost i kvalitet izbora",https://www.rts.rs/vesti/politika/5758369/snezana-paunovic-jedinstveni-biracki-spisak.html,"subota, 26. jul 2025, 10:16 -> 15:31",vezano za proteste,1296,sr,[]
1297,"Starović: Očekujem otvaranje klastera 3 krajem septembra, intenzivno se radi na izboru članova Saveta REM-a",https://www.rts.rs/vesti/politika/5758325/kim-eu-dijalog-kurti-beograd-pristina-klaster-3-.html,"subota, 26. jul 2025, 09:50 -> 13:39",vezano za proteste,1297,sr,[]
1298,"Đurić: Napadnut sam na ulici dok sam šetao sa ćerkama, počinilac osuđivani nasilnik",https://www.rts.rs/vesti/politika/5758386/marko-djuric-pretnje.html,"subota, 26. jul 2025, 09:46 -> 16:59",vezano za proteste,1298,sr,"[{'event_type': 'clash_police_action', 'trigger': 'napadnut', 'locations': [], 'actors': ['Đurić'], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Napad je pomenut.'}]"
1299,"Direktor policije za RTS: Sinoć tokom blokade kod Lajkovca privedeno 15 osoba, prijave protiv 249 ljudi",https://www.rts.rs/vesti/politika/5758353/direktor-policije-za-rts-sinoc-tokom-blokade-kod-lajkovca-privedeno-15-osoba-prijave-protiv-249-ljudi.html,"subota, 26. jul 2025, 08:05 -> 10:23",vezano za proteste,1299,sr,"[{'event_type': 'clash_police_action', 'trigger': 'blokade', 'locations': ['Lajkovac'], 'actors': [], 'time_mentions': [], 'confidence': 0.85, 'notes': '15 osoba privedeno tokom blokade.'}]"
1300,"Blokada i deblokada auto-puta Miloš Veliki - protesti u Valjevu, Nišu, Novom Sadu, Beogradu, Užicu i Šapcu",https://www.rts.rs/vesti/politika/5758186/blokada-i-deblokada-auto-puta-milos-veliki---protesti-u-valjevu-nisu-novom-sadu-beogradu-uzicu-i-sapcu.html,"petak, 25. jul 2025, 20:37 -> 23:10",vezano za proteste,1300,und,"[{'event_type': 'traffic_blockade', 'trigger': 'Blokada', 'locations': ['Valjevo', 'Niš', 'Novi Sad', 'Beograd', 'Užice', 'Šabac'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': None}, {'event_type': 'protest', 'trigger': 'protesti', 'locations': ['Valjevo', 'Niš', 'Novi Sad', 'Beograd', 'Užice', 'Šabac'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
1301,"Macut za RTS: Univerzitet doživeo najveću krizu u istoriji, put ka EU mora da se nastavi",https://www.rts.rs/vesti/politika/5758169/macut-za-rts-univerzitet-doziveo-najvecu-krizu-u-istoriji-put-ka-eu-mora-da-se-nastavi.html,"petak, 25. jul 2025, 19:40 -> 20:58",vezano za proteste,1301,und,"[{'event_type': 'university_administration_action', 'trigger': 'Univerzitet doživeo najveću krizu', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': None}]"
1302,"Sto dana Vlade – Macut: Program Vlade zaštita narodnog jedinstva, moja ruka je ispružena svima",https://www.rts.rs/vesti/politika/5758075/sto-dana-vlade--macut-program-vlade-zastita-narodnog-jedinstva-moja-ruka-je-ispruzena-svima.html,"petak, 25. jul 2025, 18:00 -> 06:54",vezano za proteste,1302,und,"[{'event_type': 'government_response_policy', 'trigger': 'Program Vlade zaštita narodnog jedinstva', 'locations': [], 'actors': ['Vlada'], 'time_mentions': [], 'confidence': 0.85, 'notes': None}]"
1303,Vučić sa Dodikom o zajedničkom obeležavanju 30 godina od progona Srba u ,https://www.rts.rs/vesti/politika/5758007/vucic-dodik-obelezavanje-oluje.html,"petak, 25. jul 2025, 15:46 -> 18:32",vezano za proteste,1303,und,"[{'event_type': 'commemoration', 'trigger': 'zajedničkom obeležavanju 30 godina', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.88, 'notes': 'Progon Srba nije kompletiran u tekstu.'}]"
1304,U ponedeljak izricanje presude četvorici Srba sa severa KiM,https://www.rts.rs/vesti/politika/5757792/u-ponedeljak-izricanje-presude-cetvorici-srba-sa-severa-kim.html,"petak, 25. jul 2025, 13:54 -> 19:14",vezano za proteste,1304,und,"[{'event_type': 'investigation_charges_trial', 'trigger': 'izricanje presude', 'locations': ['KiM'], 'actors': [], 'time_mentions': ['ponedeljak'], 'confidence': 0.9, 'notes': None}]"
1305,"Vučić sa Brisom Rokfejom o zajedničkim interesima Srbije, Francuske i regiona  ",https://www.rts.rs/vesti/politika/5757646/vucic-francuska.html,"petak, 25. jul 2025, 11:46 -> 15:41",vezano za proteste,1305,und,"[{'event_type': 'international_reaction', 'trigger': 'zajedničkim interesima', 'locations': ['Srbija', 'Francuska'], 'actors': ['Vučić', 'Bris Rokfaj'], 'time_mentions': [], 'confidence': 0.85, 'notes': None}]"
1306,Macut u Knjaževcu predstavlja rezultate rada Vlade Srbije u prvih 100 dana,https://www.rts.rs/vesti/politika/5757535/djuro-macut-100-dana-rada-vlade-srbije-knjazevac.html,"petak, 25. jul 2025, 06:10 -> 06:41",vezano za proteste,1306,und,"[{'event_type': 'government_response_policy', 'trigger': 'predstavlja rezultate rada Vlade', 'locations': ['Knjaževac'], 'actors': [], 'time_mentions': ['prvih 100 dana'], 'confidence': 0.9, 'notes': None}]"
1307,Bocan-Harčenko: Zahtevamo hitno i bezuslovno oslobađanje Igora Popovića,https://www.rts.rs/vesti/politika/5757517/bocan-harcenko-rusija-igor-popovic-hapsenje-kosovo-metohija.html,"četvrtak, 24. jul 2025, 21:56 -> 22:01",vezano za proteste,1307,und,"[{'event_type': 'international_reaction', 'trigger': 'hitno i bezuslovno oslobađanje', 'locations': [], 'actors': ['Bocan-Harčenko'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Reakcija povodom Igora Popovića.'}]"
1308,"Telelijan: ODIHR ohrabruje nastavak izborne reforme, važno učešće civilnog društva ",https://www.rts.rs/vesti/politika/5757492/odihr-izbori-telelijan-reforme-uslovi.html,"četvrtak, 24. jul 2025, 20:19 -> 21:47",vezano za proteste,1308,und,"[{'event_type': 'international_reaction', 'trigger': 'ODIHR ohrabruje nastavak izborne reforme', 'locations': [], 'actors': ['Telelijan'], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
1309,Hapšenje Popovića i diplomatske karte – ima li Beograd keca u rukavu,https://www.rts.rs/vesti/politika/5757482/kosovo-metohija-hapsenje-marko-djuric-oebs.html,"četvrtak, 24. jul 2025, 20:00 -> 20:44",vezano za proteste,1309,und,"[{'event_type': 'arrest', 'trigger': 'Hapšenje Popovića', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': None}]"
1310,Macut u Caričinom gradu: Ovo treba da bude primer i za razvoj drugih krajeva Srbije,https://www.rts.rs/vesti/politika/5757450/lebane-caricin-grad-djuro-macut-100-dana-vlade.html,"četvrtak, 24. jul 2025, 18:30 -> 20:02",vezano za proteste,1310,und,"[{'event_type': 'government_response_policy', 'trigger': 'primer za razvoj', 'locations': ['Caričin Grad'], 'actors': ['Macut'], 'time_mentions': [], 'confidence': 0.85, 'notes': None}]"
1311,Brnabićeva sa Rokfejom o evrointegracijama i preporukama ODIHR-a,https://www.rts.rs/vesti/politika/5757398/ana-brnabic-rokfej-sastanak-francuska-srbija.html,"četvrtak, 24. jul 2025, 16:41 -> 17:29",vezano za proteste,1311,und,"[{'event_type': 'international_reaction', 'trigger': 'evrointegracijama', 'locations': [], 'actors': ['Brnabićeva', 'Rokfej'], 'time_mentions': [], 'confidence': 0.88, 'notes': None}]"
1312,Vlada donela odluku o razmeni žive stoke za traktorske cisterne za gašenje požara,https://www.rts.rs/vesti/politika/5757377/vlada-donela-odluku-o-razmeni-zive-stoke-za-traktorske-cisterne-za-gasenje-pozara.html,"četvrtak, 24. jul 2025, 16:25 -> 16:42",vezano za proteste,1312,und,"[{'event_type': 'government_response_policy', 'trigger': 'Vlada donela odluku', 'locations': [], 'actors': ['Vlada'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Razmena stoke za traktorske cisterne.'}]"
1313,Dačić u Beču sa ministrom Karnerom o saradnji srpske i austrijske policije,https://www.rts.rs/vesti/politika/5757280/dacic-u-becu-sa-ministrom-karnerom-o-saradnji-srpske-i-austrijske-policije.html,"četvrtak, 24. jul 2025, 14:47 -> 16:26",vezano za proteste,1313,und,"[{'event_type': 'international_reaction', 'trigger': 'saradnji srpske i austrijske policije', 'locations': ['Beč'], 'actors': ['Dačić', 'ministar Karner'], 'time_mentions': [], 'confidence': 0.85, 'notes': None}]"
1314,Suđenje u slučaju Banjska na pauzi do oktobra,https://www.rts.rs/vesti/politika/5757251/banjska-sudjenje.html,"četvrtak, 24. jul 2025, 14:40 -> 14:46",nije vezano za proteste,1314,und,"[{'event_type': 'investigation_charges_trial', 'trigger': 'Suđenje', 'locations': [], 'actors': [], 'time_mentions': ['oktobra'], 'confidence': 0.9, 'notes': 'Pauza u slučaju Banjska.'}]"
